Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,,,,,,,,,
6/7/94,Ferhat Cherkit,Male,Algeria,El Moudjahid,Algeria,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
6/8/94,Pierre Kabeya,Male,Democratic Republic of the Congo,Kin-Matin,Zaire,Print,Print Reporter,Human Rights,No,Local,Military Officials,Murder,Yes,No,No,"No",,,,,,,,,
6/11/94,Tou Chhom Mongkol,Male,Cambodia,Antarakum,Cambodia,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,Yes,No,"No",,,,,,,,,
6/12/94,Yuri Soltis,Male,Russia,Interfax,Russia,Print,Print Reporter,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
6/16/94,Artur Gilela,Male,Angola,Radio Nacional de Angola,Angola,Radio,Technician,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
7/6/94,Enrique Peralta Torres,,Mexico,La Un’on de Morelos,,,,,,,,,,,,"",,,,,,,,,
7/10/94,Yasmina Drici,Female,Algeria,Le Soir d'Al_grie,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,,No,"No",,,,,,,,,
7/11/94,Jos_ Luis Rojas,,Mexico,La Un’on de Morelos,,,,,,,,,,,,"",,,,,,,,,
7/21/94,Mohamed Lamine Legoui,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
7/29/94,Mirwais Jalil,Male,Afghanistan,BBC World Service,Afghanistan,Radio,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,Yes,Yes,"No",,,,,,,,,
8/18/94,Davlatali Rakhmonaliev,,Tajikistan,Tajikistan State Television,,,,,,,,,,,,"",,,,,,,,,
8/23/94,Victor Randrianirina,,Madagascar,Malagasy National Radio,,,,,,,,,,,,"",,,,,,,,,
8/29/94,Ghulam Muhammad Lone,Male,India,Freelancer,India,Print,Print Reporter,"Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
8/30/94,Mohammed Hussein Navab,Male,Bosnia,Keyhan,Iran,Print,Print Reporter,War,No,Foreign,Paramilitary Group,Murder,Yes,Yes,No,"No",,,,,,,,,
8/31/94,Pierre Anceaux,Male,Somalia,freelance,Switzerland,Television,Broadcast,Human Rights,Yes,Foreign,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/3/94,Martin Eduardo Munera,,Colombia,Radio Reloj,,,,,,,,,,,,"",,,,,,,,,
9/6/94,Nun Chan,Male,Cambodia,Samleng Yuvachun Khmer,Cambodia,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
9/8/94,Erol Akgun,Male,Turkey,Devrimci Cozum,Turkey,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
9/10/94,Risto Djogo,,Bosnia,Bosnian-Serb Television,,,,,,,,,,,,"",,,,,,,,,
9/12/94,Victor Hugo L—pez Escobar,Male,Guatemala,Radio Progreso,Guatemala,Radio,Producer,,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/14/94,Alexis Bandyatuyaga,Male,Burundi,National Radio and Television of Burundi,Burundi,"Radio, Television",Broadcast,Human Rights,No,Local,Military Officials,Murder,Yes,Yes,Yes,"Yes",,,,,,,,,
9/17/94,Labib Ibrahim,,Egypt,freelance,,,,,,,,,,,,"",,,,,,,,,
9/25/94,Smail Sbaghdi,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/25/94,Mouloud Barroudi,Male,Algeria,National Agency of Filmed News,Algeria,Television,Camera Operator,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,Yes,No,"No",,,,,,,,,
10/12/94,Lahcene Bensaadallah,Male,Algeria,El-Irshad,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
10/16/94,Tayeb Bouterfif,Male,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
10/17/94,Dmitry Kholodov,Male,Russia,Mosckovski Komsomolets,Russia,Print,Print Reporter,"Corruption, Crime",No,Local,Military Officials,Murder,Yes,No,No,"No",,,,,,,,,
10/20/94,Mohamed Salah Benachour,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
10/20/94,Farah Ziane,Male,Algeria,R_volution Africaine,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
11/12/94,Adolphe Missamba Ndengi Kavula,Male,Democratic Republic of the Congo,Nsemo,Zaire,Print,Editor,Politics,No,Local,Government Officials,Murder,Yes,,No,"Yes",,,,,,,,,
11/18/94,Khamidjon Khakimov,,Tajikistan,Khaksuz,,,,,,,,,,,,"",,,,,,,,,
11/30/94,Nasseredine Lekhal,Male,Algeria,El-Massa,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"Yes",,,,,,,,,
11/30/94,Ahmed Issaad,Male,Algeria,Algerian Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,"Yes",,,,,,,,,
12/4/94,Said Mekbel,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
12/4/94,Mohammed Salahuddin,Male,Pakistan,Takbeer,Pakistan,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
12/6/94,Mohammad Samdani Warsi,Male,Pakistan,Parcham,Pakistan,Print,,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
12/8/94,Chan Dara,Male,Cambodia,Koh Santepheap,Cambodia,Print,Print Reporter,Corruption,No,Local,Military Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
12/22/94,Cynthia Elbaum,Female,Russia,Freelancer,United States,Print,Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
1/1/95,Vladimir Zhitarenko,Male,Russia,Krasnaya Zvezda,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
1/6/95,Zineddine Aliou Salah,Male,Algeria,Libert_,Algeria,Print,Print Reporter,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
1/7/95,Ali Abboud,Male,Algeria,Radio Chaine 1,Algeria,Radio,Producer,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
1/10/95,Jochen Piest,Male,Russia,Stern,Germany,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
1/12/95,Abdelhamid Yahiaoui,Male,Algeria,El-Chaab,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No",,,,,,,,,
1/18/95,Ricardo de Mello,Male,Angola,Imparcial Fax,Angola,Print,Editor,"Politics, War",No,Local,Military Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
1/24/95,Tarsem Singh Purewal,,UK,Desh Pardesh,,,,,,,,,,,,"",,,,,,,,,
1/29/95,Alberto Antoniotti Monge,,Guatemala,El Gr‡fico,,,,,,,,,,,,"",,,,,,,,,
2/1/95,Nacer Ouari,Male,Algeria,Algerian State Television,Algeria,Television,Producer,War,No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
2/5/95,Ruperto Armenta Gerardo,Male,Mexico,El Regional,Mexico,Print,Editor,,No,Local,Local Residents,Murder,No,No,No,"Yes",,,,,,,,,
2/9/95,Marcello Palmisano,Male,Somalia,RAI,Italy,Television,Camera Operator,War,No,Foreign,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
2/17/95,Viatcheslav Rudnev,Male,Russia,Freelancer,Russia,Print,Print Reporter,"Corruption, Crime",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
2/17/95,Djamel Ziater,Male,Algeria,El-Djoumhouria,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
3/1/95,Vladislav Listyev,Male,Russia,Russian Public Television (OTR),Russia,Television,,"Business, Crime, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
3/1/95,Maxim Chabalin,,Russia,Nevskoye Vremya,,,,,,,,,,,,"",,,,,,,,,
3/1/95,Felix Titov,,Russia,Nevskoye Vremya,Russia,,,,,,,,,,,"",,,,,,,,,
3/17/95,Adil Bunyatov,Male,Azerbaijan,Reuters TV and Turan News Agency,Azerbaijan,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/21/95,Zaqueu de Oliveira,Male,Brazil,Gazeta de Barroso,Brazil,Print,Editor,Business,No,Local,Local Residents,Murder,Yes,No,No,"No",,,,,,,,,
3/21/95,Ali Boukerbache,Male,Algeria,Media-TV,Algeria,Television,Publisher,"Culture, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
3/27/95,Mohamed Abderrahmani,Male,Algeria,El-Moudjahid,Algeria,Print,Editor,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
3/31/95,Rachida Hammadi,Female,Algeria,Algerian State Television,Algeria,Television,Broadcast,"Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
4/4/95,Mekhlouf Boukzer,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,Sports,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No",,,,,,,,,
4/5/95,Vincent Francis,Male,Burundi,Worldwide Television News (WTN),United Kingdom,Television,"Broadcast, Editor","Culture, Politics",No,Foreign,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
4/18/95,Vladimir Ivanov,Male,Ukraine,The Glory of Sevastopol,Ukraine,Print,Editor,"Business, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/1/95,Marcos Borges Ribeiro,Male,Brazil,Independente,Brazil,Print,Publisher,"Corruption, Human Rights",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
5/12/95,Aristeu Guida da Silva,Male,Brazil,A Gazeta de S‹o Fid_lis,Brazil,Print,Publisher,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
5/15/95,Azzedine Saidj,Male,Algeria,El-Ouma,Algeria,Print,Editor,"Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/21/95,Malika Sabour,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/22/95,Bakhti Benaouda,Male,Algeria,El-Djoumhouria,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/27/95,Mourad Hmaizi,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/29/95,Farkhad Kerimov,Male,Russia,Associated Press TV,Russia,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
6/2/95,Viktor Frelix,,Ukraine,Freelancer journalist and publisher,,,,,,,,,,,,"",,,,,,,,,
6/7/95,Pamphile Simbizi,,Burundi,National Radio and Television of Burundi,,,,,,,,,,,,"",,,,,,,,,
6/15/95,Sergei Ivanov,,Russia,Nevskoye Vremya,,,,,,,,,,,,"",,,,,,,,,
6/17/95,Natalya Alyakina,Female,Russia,Focus and RUFA,Russia/Germany,"Print, Radio","Broadcast, Print Reporter",War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
6/18/95,Ahmed (aka Hakim) Takouchet,Male,Algeria,Radio Cirta,Algeria,Radio,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No",,,,,,,,,
7/2/95,Juan Carlos V‡squez,Male,Dominican Republic,Ultima Hora,Dominican Republic,Print,Print Reporter,"Culture, Sports",No,Local,Military Officials,Murder,Yes,No,No,"No",,,,,,,,,
7/28/95,Andrew Shumack,,Russia,Freelancer,,,,,,,,,,,,"",,,,,,,,,
8/1/95,Brian Smith,Male,Canada,CJOH-TV,Canada,Television,Broadcast,Sports,No,Local,Local Residents,Murder,No,No,No,"No",,,,,,,,,
8/2/95,Na•ma Hammouda,Female,Algeria,R_volution Africaine,Algeria,Print,Print Reporter,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
8/9/95,John Schofield,Male,Croatia,BBC,United Kingdom,Radio,Broadcast,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
8/17/95,Ivan Dar’o Pelayo,Male,Colombia,Llanor‡mica,Colombia,Radio,Producer,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
8/20/95,Ameur Ouagueni,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
8/28/95,Hussein Musa Njuki,,Uganda, Assalaam,,,,,,,,,,,,"",,,,,,,,,
8/29/95,Sayfettin Tepe,Male,Turkey,Yeni Politika,Turkey,Print,Print Reporter,"Culture, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,"No",,,,,,,,,
8/29/95,Reinaldo Coutinho da Silva,Male,Brazil,Cachoeiras Jornal,Brazil,Print,,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
9/3/95,Sa•d Tazrout,Male,Algeria,Le Matin,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/4/95,Brahim Guaraoui,Male,Algeria,El-Moudjahid,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No",,,,,,,,,
9/4/95,Yasmina Brikh,Female,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Culture, Sports",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/9/95,Sa•d Brahimi,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/10/95,Mushtaq Ali,Male,India,Agence France-Presse and Asian News International,India,Print,"Camera Operator, Photographer",,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/23/95,Sasa Kolevski,,Bosnia,Bosnian Serb Television,,,,,,,,,,,,"",,,,,,,,,
10/3/95,Omar Ouartilan,Male,Algeria,El-Khabar,Algeria,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
10/17/95,Sa•da Djebaili,Female,Algeria,Al-Hayat al-Arabia,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
11/11/95,Gabriel Cruz D’az,Male,Colombia,El Heraldo,Colombia,Print,Print Reporter,"Human Rights, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
12/2/95,Hamid Mahiout,Male,Algeria,Libert_,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,"Yes",,,,,,,,,
12/5/95,Khadija Dahmani,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
12/12/95,Mohyedin Alempour,Male,Tajikistan,BBC,Tajikistan,Radio,Producer,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
12/12/95,Ernesto Acero Cadena,Male,Colombia,Informador Socioecon—mico,Colombia,Print,Editor,"Business, Corruption",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
12/13/95,Shamkhan Kagirov,Male,Russia,Rossiskaya Gazeta and Vozrozheniye,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
12/27/95,Vadim Alferyev,Male,Russia,Segodnyashnyaya Gazeta,Russia,Print,Print Reporter,"Business, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"Yes",,,,,,,,,
1/8/96,Metin G_ktepe,Male,Turkey,Evrensel,Turkey,Print,Columnist,"Corruption, Culture, Politics",No,Local,Government Officials,Murder,No,Yes,No,"Yes",,,,,,,,,
1/10/96,Mohamed Mekati,Male,Algeria,El-Moudjahid,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
1/25/96,Oleg Slabynko,,Russia,Russian Television Channel 2,,,,,,,,,,,,"",,,,,,,,,
2/8/96,Sergei Grebenyuk,,Uzbekistan,Interfax,,,,,,,,,,,,"",,,,,,,,,
2/10/96,Abdallah Bouhachek,Male,Algeria,R_volution et Travail,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
2/11/96,Allaoua Ait M'barak,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
2/11/96,Mohamed Dorbane,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
2/11/96,Djamel Derraz,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
2/13/96,Ferdinand Reyes,Male,Philippines,Press Freedom,Philippines,Print,Editor,"Corruption, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
2/19/96,Mohammad Quamruzzaman,Male,Bangladesh,Neel Sagar,Bangladesh,Print,Print Reporter,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No",,,,,,,,,
2/26/96,Felix Solovyov,Male,Russia,freelance,Russia,Print,"Photographer, Print Reporter",Crime,Yes,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
3/1/96,Baguda Kaltho,,Nigeria,TheNEWS,,,,,,,,,,,,"",,,,,,,,,
3/11/96,Viktor Pimenov,Male,Russia,Vaynakh Television,Russia,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/12/96,Djilali Arabidou,Male,Algeria,Alg_rie-Actualit_,Algeria,Print,Photographer,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
3/28/96,Viktor Nikulin,Male,Tajikistan,Russian Public TV (ORT),Tajikistan,Television,Broadcast,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
3/30/96,Nadezhda Chaikova,Female,Russia,Obshchaya Gazeta,Russia,Print,Print Reporter,War,No,Local,Military Officials,Murder,Yes,No,No,"No",,,,,,,,,
4/10/96,Ghulam Rasool Sheikh,Male,India,Rehnuma-e-Kashmir and Saffron Times,India,Print,Editor,Human Rights,No,Local,Paramilitary Group,Murder,Yes,Yes,No,"No",,,,,,,,,
4/11/96,Juan Jos_ Yantuche,,Guatemala,"""TV Noticias""",,,,,,,,,,,,"",,,,,,,,,
5/1/96,Chinedu Offoaro,,Nigeria,The Guardian,,,,,,,,,,,,"",,,,,,,,,
5/9/96,Nina Yefimova,Female,Russia,Vozrozhdeniye,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,No,"No",,,,,,,,,
5/10/96,Igor Hrushetsky,Male,Ukraine,Freelancer,Ukraine,Print,Print Reporter,Corruption,Yes,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
5/12/96,Viktor Mikhailov,Male,Russia,Zabaikalsky Rabochy,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"Yes",,,,,,,,,
5/17/96,Parag Kumar Das,Male,India,Asomiya Pratidin,India,Print,Editor,Human Rights,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
5/18/96,Thun Bun Ly,Male,Cambodia,Odom K'tek Khmer,Cambodia,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
6/19/96,S.M. Alauddin,,Bangladesh,Ogrodoot,,,,,,,,,,,,"",,,,,,,,,
6/26/96,Veronica Guerin,Female,Ireland,Sunday Independent,Ireland,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Partial,No,No,"No",,,,,,,,,
7/6/96,Kutlu Adali,Male,Cyprus,Yeni Duzen,Cyprus,Print,Columnist,"Corruption, Crime",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No",,,,,,,,,
8/11/96,Ramzan Khadzhiev,Male,Russia,Russian Public TV (ORT),Russia,Television,Producer,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
8/12/96,Mohamed Guessab,Male,Algeria,Algerian Radio,Algeria,Radio,Columnist,Politics,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
8/16/96,Fuad Muhammad Syafruddin,Male,Indonesia,Bernas,Indonesia,Print,Print Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
10/18/96,Norvey D’az,Male,Colombia,Radio Colina,Colombia,Radio,Producer,"Crime, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
10/30/96,Antonio Casemero,Male,Angola,Televisao Popular de Angola,Angola,Television,Broadcast,"Culture, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
12/10/96,Israel Hern‡ndez Marroqu’n,,Guatemala,Infopress Centroamericano,,,,,,,,,,,,"",,,,,,,,,
12/15/96,Alberto Berbon,,Philippines,DZMM Radio,,,,,,,,,,,,"",,,,,,,,,
1/1/97,Altaf Ahmed Faktoo,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
1/11/97,Natan Pereira Gatinho,,Brazil,Ouro Verde,,,,,,,,,,,,"",,,,,,,,,
1/18/97,Z.A. Shahid,Male,Pakistan,Khabrain,Pakistan,Print,Photographer,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
1/25/97,Jos_ Luis Cabezas,Male,Argentina,Noticias,Argentina,Print,Photographer,Crime,No,Local,Criminal Group,Murder,No,Yes,No,"No",,,,,,,,,
2/22/97,Ebrahim Zalzadeh,Male,Iran,Mayar,Iran,Print,Publisher,"Business, Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
3/13/97,Petro Shevchenko,,Ukraine,Kyivskiye Vedomosti,,,,,,,,,,,,"",,,,,,,,,
3/16/97,Saidan Shafi,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
3/18/97,Freddy Elles Ahumada,Male,Colombia,Freelancer,Colombia,Print,Photographer,Human Rights,Yes,Local,Unknown Fire,Murder,Yes,Yes,No,"Yes",,,,,,,,,
3/20/97,Gerardo Bedoya Borrero,Male,Colombia,El Pa’s,Colombia,Print,"Columnist, Editor","Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
3/30/97,Chet Duong Daravuth,Male,Cambodia,Neak Prayuth,Cambodia,Print,Print Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
5/22/97,Jesœs Abel Bueno Le—n,Male,Mexico,7 D’as,Mexico,Print,Editor,Politics,No,Local,Military Officials,Murder,Yes,Yes ,Yes,"No",,,,,,,,,
6/3/97,Ishmael Jalloh,Male,Sierra Leone,Freelancer,Sierra Leone,Print,Print Reporter,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
6/3/97,Danny Hernandez,Male,Philippines,People's Journal Tonight ,Philippines,Print,"Columnist, Editor","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
6/5/97,Jorge Luis Marroqu’n Sagastume,Male,Guatemala,Sol Chort’,Guatemala,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No",,,,,,,,,
6/11/97,Muhammad Sayuti Bochari,Male,Indonesia,Pos Makasar,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"Yes",,,,,,,,,
7/7/97,Michael Senior,Male,Cambodia,Freelancer,Canada,"Print, Television","Broadcast, Photographer",Politics,No,Local,Military Officials,Murder,Yes,No,No,"Yes",,,,,,,,,
7/15/97,Benjam’n Flores Gonz‡lez,Male,Mexico,La Prensa,Mexico,Print,"Editor, Publisher","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
7/16/97,Hern‡ndez P_rez,,Guatemala,Radio Campesina,,,,,,,,,,,,"",,,,,,,,,
7/25/97,Naimullah,Male,Indonesia,Sinar Pagi,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
7/26/97,V’ctor Hern‡ndez Mart’nez,Male,Mexico,Como,Mexico,Print,Print Reporter,Crime,No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
8/11/97,Borys Derevyanko,Male,Ukraine,Vechernyaya Odessa,Ukraine,Print,Editor,Politics,No,Local,Government Officials,Murder,Partial,No,No,"No",,,,,,,,,
8/25/97,Lorena Saravia,,El Salvador,Radio RCS,,,,,,,,,,,,"",,,,,,,,,
9/3/97,Tito Pilco Mori,,Peru,Radio Frecuencia Popular,,,,,,,,,,,,"",,,,,,,,,
9/6/97,Valery Krivosheyev,,Russia,Komsomolskaya Pravda,,,,,,,,,,,,"",,,,,,,,,
